misspelling,correct,predicted,top1,top5,rr,edit_dist
en,initiation,en,0,0,0.0,8
enaneciation,initiation,enunciation,0,0,0.0,5
enculation,initiation,speculation,0,0,0.0,4
eneatation,initiation,generation,0,0,0.0,4
eneation,initiation,nation,0,0,0.0,4
eneations,initiation,nations,0,0,0.0,5
enechiasion,initiation,engaged,0,0,0.0,5
eneciation,initiation,generation,0,0,0.0,3
eneshataion,initiation,enacted,0,0,0.0,5
enesiation,initiation,generation,0,0,0.0,3
enetiation,initiation,initiation,1,1,1.0,2
enication,initiation,education,0,0,0.0,3
eniceation,initiation,generation,0,0,0.0,3
enichation,initiation,dedication,0,0,0.0,3
eniciation,initiation,initiation,1,1,1.0,2
enienation,initiation,alienation,0,0,0.0,3
enisation,initiation,sensation,0,0,0.0,3
eniseation,initiation,generation,0,0,0.0,3
enishation,initiation,sensation,0,0,0.0,3
enishiation,initiation,ensilation,0,0,0.0,3
enitation,initiation,agitation,0,0,0.0,2
enitiation,initiation,initiation,1,1,1.0,1
eniticion,initiation,epinicion,0,0,0.0,3
enition,initiation,nation,0,0,0.0,4
enitionation,initiation,emotion,0,0,0.0,3
enitioneation,initiation,emotional,0,0,0.0,4
enneation,initiation,generation,0,0,0.0,4
enneciation,initiation,enunciation,0,0,0.0,4
enniciation,initiation,enunciation,0,0,0.0,3
ennicion,initiation,epinicion,0,0,0.0,5
entititive,initiation,entitative,0,0,0.0,5
enuseation,initiation,enucleation,0,0,0.0,4
imitation,initiation,imitation,0,0,0.0,2
immitation,initiation,imitation,0,0,0.0,3
inanation,initiation,inflation,0,0,0.0,3
inasiantion,initiation,imagination,0,0,0.0,3
inataingation,initiation,intention,0,0,0.0,4
inatation,initiation,inflation,0,1,0.25,2
inatiation,initiation,initiation,1,1,1.0,1
ineciation,initiation,initiation,1,1,1.0,2
ineshiation,initiation,inestivation,0,0,0.0,3
inesiation,initiation,initiation,1,1,1.0,2
ini,initiation,in,0,0,0.0,7
iniaation,initiation,inflation,0,1,0.5,2
iniatation,initiation,initiation,1,1,1.0,2
iniatiation,initiation,initiation,1,1,1.0,1
iniatiative,initiation,initiative,0,1,0.25,3
iniation,initiation,inflation,0,1,0.3333333333333333,2
inication,initiation,indication,0,1,0.2,2
inichation,initiation,indication,0,1,0.5,2
iniciation,initiation,initiation,1,1,1.0,1
inigiation,initiation,initiation,1,1,1.0,1
inisciation,initiation,initiation,1,1,1.0,2
inishasion,initiation,insist,0,0,0.0,3
inisheation,initiation,instead,0,0,0.0,3
inishiation,initiation,initiation,1,1,1.0,2
inisiation,initiation,initiation,1,1,1.0,1
inisitation,initiation,invitation,0,1,0.5,2
inistiation,initiation,initiation,1,1,1.0,1
initate,initiation,initiate,0,0,0.0,4
initation,initiation,invitation,0,1,0.3333333333333333,1
initative,initiation,initative,0,0,0.0,3
initiative,initiation,initiative,0,0,0.0,2
inition,initiation,ignition,0,0,0.0,3
initionation,initiation,initiation,1,1,1.0,2
initistion,initiation,initiation,1,1,1.0,1
inititation,initiation,initiation,1,1,1.0,1
initution,initiation,institution,0,1,0.5,2
inmeshation,initiation,infestation,0,0,0.0,4
innatation,initiation,invitation,0,1,0.25,3
inneat,initiation,into,0,0,0.0,4
inneation,initiation,inflation,0,0,0.0,3
inneciation,initiation,innervation,0,0,0.0,3
innesiation,initiation,innervation,0,0,0.0,3
innessheation,initiation,institute,0,0,0.0,6
innetiation,initiation,initiation,1,1,1.0,2
inniation,initiation,inflation,0,1,0.5,2
inniciation,initiation,initiation,1,1,1.0,2
inniseation,initiation,instead,0,0,0.0,3
innishaion,initiation,income,0,0,0.0,4
innishation,initiation,inviscation,0,0,0.0,3
innitation,initiation,invitation,0,1,0.3333333333333333,2
innitiation,initiation,initiation,1,1,1.0,1
innition,initiation,ignition,0,0,0.0,3
innituation,initiation,initiation,1,1,1.0,2
insuatition,initiation,institution,0,0,0.0,4
intantion,initiation,intention,0,0,0.0,3
intiation,initiation,initiation,1,1,1.0,1
intination,initiation,intention,0,0,0.0,2
intiniation,initiation,initiation,1,1,1.0,2
intintation,initiation,intention,0,0,0.0,3
intion,initiation,into,0,0,0.0,4
intitiation,initiation,initiation,1,1,1.0,1
nushion,initiation,cushion,0,0,0.0,6
inger,injure,inger,0,0,0.0,3
injore,injure,injure,1,1,1.0,1
injur,injure,injury,0,1,0.5,1
ingerd,injured,indeed,0,0,0.0,3
ingered,injured,indeed,0,0,0.0,2
injered,injured,injured,1,1,1.0,1
ins,injuries,ins,0,0,0.0,5
injurey,injury,injured,0,1,0.3333333333333333,1
inury,injury,injury,1,1,1.0,1
ing,ink,ing,0,0,0.0,1
inke,ink,in,0,0,0.0,1
inn_keeper,innkeeper,innkeeper,1,1,1.0,1
innocent,innocent,innocent,1,1,1.0,0
inocent,innocent,innocent,1,1,1.0,1
ennocent,innocent,innocent,1,1,1.0,1
enocent,innocent,innocent,1,1,1.0,2
imisant,innocent,instant,0,0,0.0,5
inasence,innocent,finance,0,0,0.0,5
inasent,innocent,intent,0,1,0.3333333333333333,3
incensent,innocent,incense,0,1,0.2,4
inconnent,innocent,income,0,1,0.3333333333333333,3
incouncent,innocent,innocent,1,1,1.0,3
ininsit,innocent,insist,0,0,0.0,5
iniscent,innocent,innocent,1,1,1.0,2
innacent,innocent,innocent,1,1,1.0,1
innicent,innocent,innocent,1,1,1.0,1
innisit,innocent,insist,0,0,0.0,4
innocence,innocent,innocence,0,0,0.0,2
innocense,innocent,innocence,0,1,0.5,2
innocents,innocent,innocents,0,0,0.0,1
innocnce,innocent,innocence,0,1,0.5,3
innoint,innocent,innocent,1,1,1.0,2
innonce,innocent,innocence,0,1,0.25,3
innoncent,innocent,innocent,1,1,1.0,1
innorcent,innocent,innocent,1,1,1.0,1
innoscent,innocent,innocent,1,1,1.0,1
innosent,innocent,innocent,1,1,1.0,1
inoccent,innocent,innocent,1,1,1.0,2
inocence,innocent,innocence,0,1,0.3333333333333333,3
inocense,innocent,incense,0,1,0.2,3
inocent,innocent,innocent,1,1,1.0,1
inocience,innocent,innocence,0,1,0.2,4
inocient,innocent,innocent,1,1,1.0,2
inoncent,innocent,innocent,1,1,1.0,1
inoscent,innocent,innocent,1,1,1.0,2
inosent,innocent,intent,0,1,0.5,2
insent,innocent,sent,0,0,0.0,3
insient,innocent,instant,0,0,0.0,3
inocuous,innocuous,innocuous,1,1,1.0,1
innoculate,inoculate,inoculate,1,1,1.0,1
inut,input,in,0,0,0.0,1
inquir,inquire,inquiry,0,1,0.5,1
equiries,inquiries,enquiries,0,1,0.25,2
inquirey,inquiry,inquiry,1,1,1.0,1
in_side,inside,inside,1,1,1.0,1
in_sis,inside,insist,0,1,0.3333333333333333,3
insid,inside,inside,1,1,1.0,1
insite,insight,inside,0,0,0.0,3
incepid,insipid,insipid,1,1,1.0,2
ensist,insist,insist,1,1,1.0,1
insest,insist,invest,0,1,0.5,1
insistance,insistence,insistence,1,1,1.0,1
instal,install,install,1,1,1.0,1
insance,instance,instance,1,1,1.0,1
instants,instance,instants,0,0,0.0,2
instence,instance,instance,1,1,1.0,1
instent,instant,instant,1,1,1.0,1
instint,instant,instant,1,1,1.0,1
instantanous,instantaneous,instantaneous,1,1,1.0,1
in_stead,instead,instead,1,1,1.0,1
insted,instead,instead,1,1,1.0,1
insteadof,instead_of,instead,0,1,0.5,1
instute,institute,institute,1,1,1.0,2
instution,institution,institution,1,1,1.0,2
instruck,instruct,instruct,1,1,1.0,1
insromet,instrument,increase,0,0,0.0,3
instrement,instrument,instrument,1,1,1.0,1
instriment,instrument,instrument,1,1,1.0,1
instrment,instrument,instrument,1,1,1.0,1
eatinse,instruments,eating,0,0,0.0,4
esarmes,instruments,shares,0,0,0.0,4
imusents,instruments,muskets,0,0,0.0,5
in_strement,instruments,instrument,0,1,0.5,3
incertmas,instruments,increase,0,0,0.0,6
inched,instruments,inched,0,0,0.0,5
inmounts,instruments,amounts,0,0,0.0,5
inserments,instruments,instruments,1,1,1.0,2
insermons,instruments,sermons,0,0,0.0,4
insim,instruments,inside,0,0,0.0,6
insmains,instruments,insane,0,0,0.0,6
insmes,instruments,times,0,0,0.0,5
insmetne,instruments,insane,0,0,0.0,5
insrament,instruments,instrument,0,0,0.0,3
instaments,instruments,instruments,1,1,1.0,2
instarme,instruments,instance,0,0,0.0,5
insterments,instruments,instruments,1,1,1.0,2
insternents,instruments,instruments,1,1,1.0,3
instinents,instruments,instruments,1,1,1.0,3
instmends,instruments,intends,0,1,0.3333333333333333,3
instment,instruments,investment,0,0,0.0,3
instments,instruments,instruments,1,1,1.0,2
instoment,instruments,instrument,0,1,0.25,3
instoments,instruments,instruments,1,1,1.0,2
instre,instruments,insure,0,0,0.0,5
instrem,instruments,instead,0,0,0.0,4
instremens,instruments,instruments,1,1,1.0,2
instrements,instruments,instruments,1,1,1.0,1
instrems,instruments,instead,0,1,0.2,4
instrimants,instruments,instruments,1,1,1.0,2
instriments,instruments,instruments,1,1,1.0,1
instrments,instruments,instruments,1,1,1.0,1
instroments,instruments,instruments,1,1,1.0,1
instrumants,instruments,instruments,1,1,1.0,1
instrumenst,instruments,instrument,0,1,0.5,1
instrument,instruments,instrument,0,0,0.0,1
instrumets,instruments,instruments,1,1,1.0,1
instrumints,instruments,instruments,1,1,1.0,1
instrusment,instruments,instrument,0,1,0.5,2
instrusments,instruments,instruments,1,1,1.0,1
instumant,instruments,instant,0,1,0.3333333333333333,3
instumants,instruments,instruments,1,1,1.0,2
instuments,instruments,instruments,1,1,1.0,1
instumes,instruments,instruments,1,1,1.0,3
insturements,instruments,instruments,1,1,1.0,2
insturment,instruments,instrument,0,1,0.5,2
insturments,instruments,instruments,1,1,1.0,1
insturuments,instruments,instruments,1,1,1.0,1
intemests,instruments,interests,0,0,0.0,4
interotes,instruments,interest,0,0,0.0,6
intment,instruments,intent,0,0,0.0,4
intrapes,instruments,interest,0,0,0.0,5
intrement,instruments,interest,0,0,0.0,3
intrements,instruments,instruments,1,1,1.0,2
intruments,instruments,instruments,1,1,1.0,1
irtast,instruments,first,0,0,0.0,5
istment,instruments,intent,0,0,0.0,4
iterment,instruments,interest,0,0,0.0,5
mese,instruments,mese,0,0,0.0,7
insubstancial,insubstantial,insubstantial,1,1,1.0,1
inselt,insult,insult,1,1,1.0,1
insolt,insult,insult,1,1,1.0,1
insurence,insurance,insurance,1,1,1.0,1
ensure,insure,ensure,0,0,0.0,1
insum,insurmountable,issue,0,0,0.0,9
intele,intellect,little,0,0,0.0,3
interlect,intellect,interest,0,1,0.5,1
interlecturcel,intellectual,interested,0,0,0.0,4
emalaptactural,intellectual,eumolpides,0,0,0.0,9
enolectual,intellectual,enolic,0,0,0.0,4
enteriall,intellectual,enter,0,0,0.0,8
enticual,intellectual,identical,0,0,0.0,4
entilectual,intellectual,intellectual,1,1,1.0,3
entiligual,intellectual,dentilingual,0,0,0.0,6
entinlectinal,intellectual,emotional,0,0,0.0,5
entueactual,intellectual,enticed,0,0,0.0,5
etellitual,intellectual,etiolate,0,0,0.0,4
incollectual,intellectual,intellectual,1,1,1.0,2
incolling,intellectual,including,0,0,0.0,8
inelectly,intellectual,electly,0,0,0.0,5
inelectual,intellectual,intellectual,1,1,1.0,2
inerlecsheal,intellectual,innerly,0,0,0.0,5
inlectical,intellectual,electrical,0,0,0.0,5
inliteectual,intellectual,intellectual,1,1,1.0,4
innectional,intellectual,connectional,0,0,0.0,7
innolectual,intellectual,inelectra,0,0,0.0,3
intalectual,intellectual,intellectual,1,1,1.0,2
intallexual,intellectual,intellectual,1,1,1.0,3
intectical,intellectual,intestinal,0,0,0.0,5
intectual,intellectual,integral,0,0,0.0,3
intelatual,intellectual,intellectual,1,1,1.0,3
intelectiaal,intellectual,intellectual,1,1,1.0,3
intelectual,intellectual,intellectual,1,1,1.0,1
intelegual,intellectual,intellectual,1,1,1.0,3
intelengle,intellectual,intelligence,0,0,0.0,6
inteletial,intellectual,intellectual,1,1,1.0,3
intelictual,intellectual,intellectual,1,1,1.0,2
intellcial,intellectual,intellectual,1,1,1.0,3
intellecaul,intellectual,intellectual,1,1,1.0,2
intellectal,intellectual,intellectual,1,1,1.0,1
intellectel,intellectual,intellectual,1,1,1.0,2
intellectial,intellectual,intellectual,1,1,1.0,1
intellectiole,intellectual,intellectible,0,1,0.5,3
intellectional,intellectual,intellectual,1,1,1.0,3
intellectoul,intellectual,intellectual,1,1,1.0,2
intellectuals,intellectual,intellectuals,0,0,0.0,1
intellectunal,intellectual,intellectual,1,1,1.0,1
intellecual,intellectual,intellectual,1,1,1.0,1
intellecurl,intellectual,intellectual,1,1,1.0,2
intellegual,intellectual,intellectual,1,1,1.0,2
intelletwel,intellectual,intellectual,1,1,1.0,3
intelliatenal,intellectual,intelligence,0,1,0.5,4
intellictal,intellectual,intellectual,1,1,1.0,2
intellictual,intellectual,intellectual,1,1,1.0,1
intellicual,intellectual,intellectual,1,1,1.0,2
intelliectual,intellectual,intellectual,1,1,1.0,1
intelltuial,intellectual,intellectual,1,1,1.0,3
intellual,intellectual,intellectual,1,1,1.0,3
intelluctial,intellectual,intellectual,1,1,1.0,2
intelluctual,intellectual,intellectual,1,1,1.0,1
intellutual,intellectual,intellectual,1,1,1.0,2
inteluctial,intellectual,intellectual,1,1,1.0,3
interelletual,intellectual,intellectual,1,1,1.0,3
interlatual,intellectual,international,0,0,0.0,3
interlect,intellectual,interest,0,0,0.0,4
interlectial,intellectual,intellectual,1,1,1.0,2
interlectible,intellectual,intellectible,0,0,0.0,4
interlectual,intellectual,intellectual,1,1,1.0,1
interrectular,intellectual,interest,0,0,0.0,4
interxable,intellectual,internal,0,0,0.0,8
intetuction,intellectual,interaction,0,0,0.0,6
intictual,intellectual,industrial,0,0,0.0,4
intilactial,intellectual,initial,0,1,0.5,4
intilectial,intellectual,intellectual,1,1,1.0,3
intilectual,intellectual,intellectual,1,1,1.0,2
intilitual,intellectual,initial,0,1,0.5,4
intillatual,intellectual,intellectual,1,1,1.0,3
intille,intellectual,until,0,0,0.0,5
intillectial,intellectual,intellectual,1,1,1.0,2
intillectral,intellectual,intellectual,1,1,1.0,2
intillectual,intellectual,intellectual,1,1,1.0,1
intiuctule,intellectual,intitule,0,0,0.0,6
intoilectioal,intellectual,intellectual,1,1,1.0,4
intolectiuial,intellectual,intellectual,1,1,1.0,4
intolectual,intellectual,intellectual,1,1,1.0,2
intoletual,intellectual,intellectual,1,1,1.0,3
intolochal,intellectual,intellectual,1,1,1.0,5
intoslate,intellectual,inoculate,0,0,0.0,7
intrleclual,intellectual,internal,0,0,0.0,3
intrulectual,intellectual,intellectual,1,1,1.0,2
intuatuall,intellectual,indeed,0,0,0.0,6
intulectual,intellectual,intellectual,1,1,1.0,2
intullectule,intellectual,intellectual,1,1,1.0,3
intullictual,intellectual,intellectual,1,1,1.0,2
inteligence,intelligence,intelligence,1,1,1.0,1
intellagence,intelligence,intelligence,1,1,1.0,1
intellegence,intelligence,intelligence,1,1,1.0,1
inteligent,intelligent,intelligent,1,1,1.0,1
intellegent,intelligent,intelligent,1,1,1.0,1
inteaded,intended,intended,1,1,1.0,1
intene,intended,intent,0,1,0.25,2
intened,intended,intended,1,1,1.0,1
intented,intended,intented,0,0,0.0,1
intension,intention,intension,0,0,0.0,1
interschools,inter-schools,inter-schools,1,1,1.0,1
intersede,intercede,intercede,1,1,1.0,1
insteret,interest,interest,1,1,1.0,2
interested,interest,interested,0,0,0.0,2
intrest,interest,interest,1,1,1.0,1
inturest,interest,interest,1,1,1.0,1
interrested,interested,interested,1,1,1.0,1
intrested,interested,interested,1,1,1.0,1
interisting,interesting,interesting,1,1,1.0,1
interresting,interesting,interesting,1,1,1.0,1
intresting,interesting,interesting,1,1,1.0,1
interrests,interests,interests,1,1,1.0,1
interfear,interfere,interest,0,1,0.5,2
interfer,interfere,interfer,0,0,0.0,1
interfeared,interfered,interfered,1,1,1.0,1
interferred,interfered,interfered,1,1,1.0,1
inteference,interference,interference,1,1,1.0,1
intereference,interference,intereference,0,0,0.0,1
niternational,international,international,1,1,1.0,1
internationlly,internationally,international,0,1,0.5,1
intercine,internecine,internecine,1,1,1.0,2
interplanetry,interplanetary,interplanetary,1,1,1.0,1
interprte,interpret,interpret,1,1,1.0,1
interpart,interpretation,interpart,0,0,0.0,5
interpritation,interpretation,interpretation,1,1,1.0,1
interper,interpretations,interest,0,0,0.0,7
interogationg,interrogating,interrogating,1,1,1.0,2
interupt,interrupt,interest,0,1,0.5,1
interopted,interrupted,interested,0,1,0.5,2
interrpted,interrupted,interrupted,1,1,1.0,1
interupted,interrupted,interrupted,1,1,1.0,1
interupting,interrupting,interrupting,1,1,1.0,1
interuption,interruption,interruption,1,1,1.0,1
interuptions,interruptions,interruptions,1,1,1.0,1
interveiw,interview,interview,1,1,1.0,1
intervew,interview,interview,1,1,1.0,1
intermit,intimate,intermit,0,0,0.0,4
in,into,in,0,0,0.0,2
in_to,into,in_to,0,0,0.0,1
in_too,into,into,1,1,1.0,2
in_two,into,into,1,1,1.0,2
the,into,the,0,0,0.0,4
intregued,intrigued,intrigued,1,1,1.0,1
interduce,introduce,interest,0,1,0.5,2
incroduction,introduction,introduction,1,1,1.0,1
infroduction,introduction,introduction,1,1,1.0,1
introdution,introduction,introduction,1,1,1.0,1
invilid,invalid,invalid,1,1,1.0,1
invaluble,invaluable,invaluable,1,1,1.0,1
invalueable,invaluable,invaluable,1,1,1.0,1
invarably,invariably,invariably,1,1,1.0,1
int,inventiveness,int,0,0,0.0,10
invertd,inverted,inverted,1,1,1.0,1
investagate,investigate,investigate,1,1,1.0,1
investegate,investigate,investigate,1,1,1.0,1
investegated,investigated,investigated,1,1,1.0,1
investagation,investigation,investigation,1,1,1.0,1
envigorated,invigorated,invigorated,1,1,1.0,1
invisable,invisible,invisible,1,1,1.0,1
invatation,invitation,invitation,1,1,1.0,1
invit,invite,into,0,1,0.5,1
envited,invited,invited,1,1,1.0,1
invlving,involving,involving,1,1,1.0,1
ione,iron,ione,0,0,0.0,2
iorn,iron,in,0,0,0.0,1
irn,iron,in,0,0,0.0,1
irning,ironing,morning,0,1,0.3333333333333333,1
irrationallity,irrationality,irrationality,1,1,1.0,1
irrelavent,irrelevant,irrelevant,1,1,1.0,2
irrelevent,irrelevant,irrelevant,1,1,1.0,1
irrevelant,irrelevant,irrelevant,1,1,1.0,2
irrepairable,irreparable,irrepairable,0,0,0.0,1
anresistible,irresistible,unresistible,0,1,0.5,2
ensitable,irresistible,equitable,0,0,0.0,6
erasistoble,irresistible,irresistible,1,1,1.0,4
ererytel,irresistible,errors,0,0,0.0,4
ereststable,irresistible,erectable,0,0,0.0,4
eribble,irresistible,terrible,0,0,0.0,5
erisistable,irresistible,resistable,0,1,0.5,4
erisisterbull,irresistible,ericaceae,0,1,0.5,7
erisitabel,irresistible,christabel,0,0,0.0,6
eristebull,irresistible,eristical,0,0,0.0,7
erosble,irresistible,trouble,0,0,0.0,5
errisistable,irresistible,irresistible,1,1,1.0,3
ersistable,irresistible,resistable,0,0,0.0,4
erysistable,irresistible,resistable,0,0,0.0,4
inisitable,irresistible,inimitable,0,0,0.0,5
inresistable,irresistible,unresistable,0,1,0.5,2
inresistible,irresistible,irresistible,1,1,1.0,1
inressitable,irresistible,unresistable,0,0,0.0,3
inrestable,irresistible,unrestable,0,0,0.0,4
iresistable,irresistible,irresistible,1,1,1.0,2
irestible,irresistible,investible,0,0,0.0,3
iretsible,irresistible,pressible,0,0,0.0,4
irisable,irresistible,prisable,0,0,0.0,4
irisible,irresistible,visible,0,0,0.0,4
irisistable,irresistible,irresistible,1,1,1.0,3
irisistble,irresistible,irresistible,1,1,1.0,3
irisistible,irresistible,irresistible,1,1,1.0,2
irisitabe,irresistible,irritable,0,0,0.0,5
irisitable,irresistible,irritable,0,0,0.0,4
irisitble,irresistible,invisible,0,0,0.0,4
iristable,irresistible,irritable,0,0,0.0,4
iristestable,irresistible,irrigate,0,0,0.0,5
irresiblable,irresistible,irrespirable,0,0,0.0,3
irresible,irresistible,irresponsible,0,0,0.0,3
irresistable,irresistible,irresistible,1,1,1.0,1
irrestible,irresistible,irresistible,1,1,1.0,2
irrisestible,irresistible,irresistible,1,1,1.0,2
irrisisstable,irresistible,irresistible,1,1,1.0,3
irrisistable,irresistible,irresistible,1,1,1.0,2
irrisistble,irresistible,irresistible,1,1,1.0,2
irrisitable,irresistible,irritable,0,0,0.0,3
irrisiterble,irresistible,irrigate,0,0,0.0,4
irrisitstable,irresistible,irrigate,0,0,0.0,3
irristable,irresistible,irritable,0,0,0.0,3
irristible,irresistible,irresistible,1,1,1.0,2
irrsitbly,irresistible,irritably,0,0,0.0,4
islueralbe,irresistible,isleward,0,0,0.0,9
irreversable,irreversible,irreversible,1,1,1.0,1
iragate,irrigate,irrigate,1,1,1.0,2
irigate,irrigate,irrigate,1,1,1.0,1
irritaty,irritating,irritated,0,1,0.3333333333333333,3
as,is,as,0,0,0.0,1
his,is,his,0,0,0.0,1
in,is,in,0,0,0.0,1
it,is,it,0,0,0.0,1
si,is,si,0,0,0.0,1
iland,island,and,0,1,0.25,1
is'nt,isn't,sent,0,1,0.3333333333333333,1
isant,isn't,want,0,0,0.0,2
isen't,isn't,sent,0,1,0.5,1
isue,issue,is,0,1,0.5,1
isued,issued,issued,1,1,1.0,1
ismus,isthmus,issue,0,0,0.0,2
et,it,et,0,0,0.0,1
hit,it,hit,0,0,0.0,1
i,it,i,0,0,0.0,1
il,it,il,0,0,0.0,1
